Calendar_Year,Calendar_Month,Route,Average_Daily_Ridership,Source,ObjectId
2019,2,54,6985,APC,2187
2019,2,55,4660,APC,2188
2019,2,56,11029,APC,2189
2019,2,57,9848,APC,2190
2019,2,58,7171,APC,2191
2019,2,59,4215,APC,2192
2019,2,60,11159,APC,2193
2019,2,61,3960,APC,2194
2019,2,62,196,APC,2195
2019,2,64,5370,APC,2196
2019,2,65,7416,APC,2197
2019,2,66,9642,APC,2198
2019,2,67,4644,APC,2199
2019,2,68,1704,APC,2200
2019,2,70,7918,APC,2201
2019,2,73,2573,APC,2202
2019,2,75,2955,APC,2203
2019,2,77,783,APC,2204
2019,2,78,100,APC,2205
2019,2,79,5752,APC,2206
2019,2,80,190,APC,2207
2019,2,84,3516,APC,2208
2019,2,88,2207,APC,2209
2019,2,89,1435,APC,2210
2019,2,90,497,APC,2211
2019,2,92,384,APC,2212
2019,2,93,1349,APC,2213
2019,2,94,579,APC,2214
2019,2,95,617,APC,2215
2019,2,96,1477,APC,2216
2019,2,97,787,APC,2217
2019,2,98,1145,APC,2218
2019,2,99,1497,APC,2219
2019,2,D1,4180,Traffic,2220
2019,2,D2,4235,Traffic,2221
2019,2,103,1185,APC,2222
2019,2,104,2814,APC,2223
2019,2,105,1111,APC,2224
2019,2,106,1191,APC,2225
2019,2,107,974,APC,2226
2019,2,108,4295,APC,2227
2019,2,109,4257,APC,2228
2019,2,110,1808,APC,2229
2019,2,111,1498,APC,2230
2019,2,112,861,APC,2231
2019,2,113,6552,APC,2232
2019,2,114,1709,APC,2233
2019,2,115,1100,APC,2234
2019,2,117,1930,APC,2235
2019,2,118,462,APC,2236
2019,2,119,681,APC,2237
2019,2,120,477,APC,2238
2019,2,123,952,APC,2239
2019,2,124,1918,APC,2240
2019,2,125,2068,APC,2241
2019,2,126,444,APC,2242
2019,2,127,343,APC,2243
2019,2,128,401,APC,2244
2019,2,129,947,APC,2245
2019,2,130,630,APC,2246
2019,2,131,731,APC,2247
2019,2,132,395,APC,2248
2019,2,133,98,APC,2249
2019,2,139,461,APC,2250
2019,2,150,53,APC,2251
2019,2,201,190,APC,2252
2019,2,204,190,APC,2253
2019,2,205,63,APC,2254
2019,2,206,143,APC,2255
2019,2,310,279,APC,2256
2019,2,311,155,APC,2257
2019,2,47M,716,APC,2258
2019,2,BLVDDIR,3009,APC,2259
2019,2,B1 OWL,1602,APC,2260
2019,2,63,16543,APC,2261
2019,2,71,5188,APC,2262
2019,2,41,2486,APC,2263
2019,2,K,8386,APC,2264
2019,2,51,6875,APC,2265
2019,2,LUCYGO,1644,APC,2266
2019,2,LUCYGR,1084,APC,2267
2019,2,L1 OWL,1987,APC,2268
2019,2,82,9691,APC,2269
2019,2,81,5360,APC,2270
2019,3,1,2644,APC,2271
2019,3,2,5407,APC,2272
2019,3,3,8775,APC,2273
2019,3,4,7113,APC,2274
2019,3,5,3740,APC,2275
2019,3,6,5991,APC,2276
2019,3,7,4937,APC,2277
2019,3,8,2769,APC,2278
2019,3,9,4554,APC,2279
2019,3,T1,10422,Traffic,2280
2019,3,T4,14361,APC,2281
2019,3,12,2546,APC,2282
2019,3,T3,12296,APC,2283
2019,3,14,6164,APC,2284
2019,3,G1,10194,Traffic,2285
2019,3,16,7280,APC,2286
2019,3,17,9493,APC,2287
2019,3,18,13589,APC,2288
2019,3,19,1439,APC,2289
2019,3,20,4964,APC,2290
2019,3,21,9540,APC,2291
2019,3,22,4083,APC,2292
2019,3,23,13661,APC,2293
2019,3,24,2277,APC,2294
2019,3,25,4173,APC,2295
2019,3,26,10597,APC,2296
2019,3,27,4340,APC,2297
2019,3,28,1889,APC,2298
2019,3,29,4603,APC,2299
2019,3,30,1196,APC,2300
2019,3,31,4572,APC,2301
2019,3,32,4493,APC,2302
2019,3,33,10953,APC,2303
2019,3,T2,12348,APC,2304
2019,3,35,134,APC,2305
2019,3,T5,14397,APC,2306
2019,3,37,3286,APC,2307
2019,3,38,2631,APC,2308
2019,3,39,2369,APC,2309
2019,3,40,7152,APC,2310
2019,3,42,9029,APC,2311
2019,3,43,3387,APC,2312
2019,3,44,3322,APC,2313
2019,3,45,6172,APC,2314
2019,3,46,5576,APC,2315
2019,3,47,18778,APC,2316
2019,3,48,7341,APC,2317
2019,3,49,1831,APC,2318
2019,3,50,1921,APC,2319
2019,3,52,14343,APC,2320
2019,3,53,2796,APC,2321
2019,3,54,7061,APC,2322
2019,3,55,4638,APC,2323
2019,3,56,12580,APC,2324
2019,3,57,10652,APC,2325
2019,3,58,8820,APC,2326
2019,3,59,4973,APC,2327
2019,3,60,10951,APC,2328
2019,3,61,3996,APC,2329
2019,3,62,244,APC,2330
2019,3,64,5572,APC,2331
2019,3,65,7845,APC,2332
2019,3,66,10808,APC,2333
2019,3,67,4728,APC,2334
2019,3,68,1742,APC,2335
2019,3,70,8420,APC,2336
2019,3,73,2548,APC,2337
2019,3,75,3032,APC,2338
2019,3,77,733,APC,2339
2019,3,78,94,APC,2340
2019,3,79,5676,APC,2341
2019,3,80,221,APC,2342
2019,3,84,3469,APC,2343
2019,3,88,2249,APC,2344
2019,3,89,1825,APC,2345
2019,3,90,398,APC,2346
2019,3,92,320,APC,2347
2019,3,93,1205,APC,2348
2019,3,94,485,APC,2349
2019,3,95,516,APC,2350
2019,3,96,1240,APC,2351
2019,3,97,572,APC,2352
2019,3,98,897,APC,2353
2019,3,99,1217,APC,2354
2019,3,D1,4180,Traffic,2355
2019,3,D2,4235,Traffic,2356
2019,3,103,1304,APC,2357
2019,3,104,3002,APC,2358
2019,3,105,1079,APC,2359
2019,3,106,1182,APC,2360
2019,3,107,1015,APC,2361
2019,3,108,5059,APC,2362
2019,3,109,4305,APC,2363
2019,3,110,1779,APC,2364
2019,3,111,1443,APC,2365
2019,3,112,1031,APC,2366
2019,3,113,6552,APC,2367
2019,3,114,1838,APC,2368
2019,3,115,1132,APC,2369
2019,3,117,1886,APC,2370
2019,3,118,519,APC,2371
2019,3,119,719,APC,2372
2019,3,120,478,APC,2373
2019,3,123,862,APC,2374
2019,3,124,1712,APC,2375
2019,3,125,2082,APC,2376
2019,3,126,610,APC,2377
2019,3,127,298,APC,2378
2019,3,128,354,APC,2379
2019,3,129,843,APC,2380
2019,3,130,537,APC,2381
2019,3,131,639,APC,2382
2019,3,132,355,APC,2383
2019,3,133,93,APC,2384
2019,3,139,364,APC,2385
2019,3,150,22,APC,2386
2019,3,201,189,APC,2387
2019,3,204,207,APC,2388
2019,3,205,69,APC,2389
2019,3,206,124,APC,2390
2019,3,310,325,APC,2391
2019,3,311,178,APC,2392
2019,3,47M,896,APC,2393
2019,3,BLVDDIR,3095,APC,2394
2019,3,B1 OWL,1601,APC,2395
2019,3,63,16085,APC,2396
2019,3,71,5005,APC,2397
2019,3,41,2620,APC,2398
2019,3,K,8733,APC,2399
2019,3,51,7360,APC,2400
2019,3,LUCYGO,1725,APC,2401
2019,3,LUCYGR,1145,APC,2402
2019,3,L1 OWL,2102,APC,2403
2019,3,82,9764,APC,2404
2019,3,81,5406,APC,2405
2019,4,1,2765,APC,2406
2019,4,2,5555,APC,2407
2019,4,3,8554,APC,2408
2019,4,4,7133,APC,2409
2019,4,5,3769,APC,2410
2019,4,6,5570,APC,2411
2019,4,7,4947,APC,2412
2019,4,8,2546,APC,2413
2019,4,9,4793,APC,2414
2019,4,T1,10422,Traffic,2415
2019,4,T4,13693,APC,2416
2019,4,12,2483,APC,2417
2019,4,T3,14038,APC,2418
2019,4,14,5952,APC,2419
2019,4,G1,10194,Traffic,2420
2019,4,16,6921,APC,2421
2019,4,17,8757,APC,2422
2019,4,18,13092,APC,2423
2019,4,19,1390,APC,2424
2019,4,20,5005,APC,2425
2019,4,21,10053,APC,2426
2019,4,22,4424,APC,2427
2019,4,23,15172,APC,2428
2019,4,24,2188,APC,2429
2019,4,25,4331,APC,2430
2019,4,26,9907,APC,2431
2019,4,27,4411,APC,2432
2019,4,28,1815,APC,2433
2019,4,29,5231,APC,2434
2019,4,30,1175,APC,2435
2019,4,31,4476,APC,2436
2019,4,32,4644,APC,2437
2019,4,33,10672,APC,2438
2019,4,T2,12923,APC,2439
2019,4,35,139,APC,2440
2019,4,T5,15179,APC,2441
2019,4,37,3331,APC,2442
2019,4,38,2747,APC,2443
2019,4,39,2636,APC,2444
2019,4,40,6981,APC,2445
2019,4,42,9071,APC,2446
2019,4,43,3558,APC,2447
2019,4,44,3429,APC,2448
2019,4,45,6168,APC,2449
2019,4,46,5531,APC,2450
2019,4,47,17484,APC,2451
2019,4,48,7129,APC,2452
2019,4,49,2182,APC,2453
2019,4,50,2047,APC,2454
2019,4,52,14185,APC,2455
2019,4,53,2302,APC,2456
2019,4,54,6707,APC,2457
2019,4,55,4659,APC,2458
2019,4,56,10855,APC,2459
2019,4,57,10917,APC,2460
2019,4,58,8127,APC,2461
2019,4,59,4928,APC,2462
2019,4,60,10563,APC,2463
2019,4,61,3699,APC,2464
2019,4,62,249,APC,2465
2019,4,64,5694,APC,2466
2019,4,65,7803,APC,2467
2019,4,66,10686,APC,2468
2019,4,67,4712,APC,2469
2019,4,68,1772,APC,2470
2019,4,70,8015,APC,2471
2019,4,73,2446,APC,2472
2019,4,75,3320,APC,2473
2019,4,77,828,APC,2474
2019,4,78,92,APC,2475
2019,4,79,5145,APC,2476
2019,4,80,210,APC,2477
2019,4,84,3457,APC,2478
2019,4,88,2213,APC,2479
2019,4,89,1799,APC,2480
2019,4,90,403,APC,2481
2019,4,92,320,APC,2482
2019,4,93,1269,APC,2483
2019,4,94,527,APC,2484
2019,4,95,509,APC,2485
2019,4,96,1351,APC,2486
2019,4,97,613,APC,2487
2019,4,98,909,APC,2488
2019,4,99,1245,APC,2489
2019,4,D1,4180,Traffic,2490
2019,4,D2,4235,Traffic,2491
2019,4,103,1310,APC,2492
2019,4,104,3056,APC,2493
2019,4,105,1135,APC,2494
2019,4,106,1236,APC,2495
2019,4,107,1006,APC,2496
2019,4,108,5070,APC,2497
2019,4,109,4346,APC,2498
2019,4,110,1851,APC,2499
2019,4,111,1465,APC,2500
2019,4,112,949,APC,2501
2019,4,113,6535,APC,2502
2019,4,114,1784,APC,2503
2019,4,115,1123,APC,2504
2019,4,117,1925,APC,2505
2019,4,118,511,APC,2506
2019,4,119,652,APC,2507
2019,4,120,538,APC,2508
2019,4,123,876,APC,2509
2019,4,124,1798,APC,2510
2019,4,125,2254,APC,2511
2019,4,126,596,APC,2512
2019,4,127,318,APC,2513
2019,4,128,380,APC,2514
2019,4,129,928,APC,2515
2019,4,130,622,APC,2516
2019,4,131,592,APC,2517
2019,4,132,372,APC,2518
2019,4,133,80,APC,2519
2019,4,139,385,APC,2520
2019,4,150,17,APC,2521
2019,4,201,155,APC,2522
2019,4,204,211,APC,2523
2019,4,205,67,APC,2524
2019,4,206,126,APC,2525
2019,4,310,347,APC,2526
2019,4,311,194,APC,2527
2019,4,47M,886,APC,2528
2019,4,BLVDDIR,3147,APC,2529
2019,4,B1 OWL,1749,APC,2530
2019,4,63,16865,APC,2531
2019,4,71,4677,APC,2532
2019,4,41,2623,APC,2533
2019,4,K,8669,APC,2534
2019,4,51,6679,APC,2535
2019,4,LUCYGO,1648,APC,2536
2019,4,LUCYGR,1117,APC,2537
2019,4,L1 OWL,2043,APC,2538
2019,4,82,9442,APC,2539
2019,4,81,5618,APC,2540
2019,5,1,2750,APC,2541
2019,5,2,5207,APC,2542
2019,5,3,8570,APC,2543
2019,5,4,7234,APC,2544
2019,5,5,3708,APC,2545
2019,5,6,5780,APC,2546
2019,5,7,5156,APC,2547
2019,5,8,2628,APC,2548
2019,5,9,5106,APC,2549
2019,5,T1,10422,Traffic,2550
2019,5,T4,14143,APC,2551
2019,5,12,2454,APC,2552
2019,5,T3,13053,APC,2553
2019,5,14,5981,APC,2554
2019,5,G1,10194,Traffic,2555
2019,5,16,7081,APC,2556
2019,5,17,8621,APC,2557
2019,5,18,13553,APC,2558
2019,5,19,1385,APC,2559
2019,5,20,5160,APC,2560
2019,5,21,9770,APC,2561
2019,5,22,4301,APC,2562
2019,5,23,14754,APC,2563
2019,5,24,2270,APC,2564
2019,5,25,4295,APC,2565
2019,5,26,10870,APC,2566
2019,5,27,4389,APC,2567
2019,5,28,1827,APC,2568
2019,5,29,4384,APC,2569
2019,5,30,1206,APC,2570
2019,5,31,4582,APC,2571
2019,5,32,5139,APC,2572
2019,5,33,10995,APC,2573
2019,5,T2,12678,APC,2574
2019,5,35,153,APC,2575
2019,5,T5,14508,APC,2576
2019,5,37,3337,APC,2577
2019,5,38,2713,APC,2578
2019,5,39,2563,APC,2579
2019,5,40,6579,APC,2580
2019,5,42,9026,APC,2581
2019,5,43,3430,APC,2582
2019,5,44,3401,APC,2583
2019,5,45,6381,APC,2584
2019,5,46,5626,APC,2585
2019,5,47,17490,APC,2586
2019,5,48,7244,APC,2587
2019,5,49,2329,APC,2588
2019,5,50,2027,APC,2589
2019,5,52,14355,APC,2590
2019,5,53,2653,APC,2591
2019,5,54,7007,APC,2592
2019,5,55,4682,APC,2593
2019,5,56,11981,APC,2594
2019,5,57,10784,APC,2595
2019,5,58,8486,APC,2596
2019,5,59,5352,APC,2597
2019,5,60,10838,APC,2598
2019,5,61,4225,APC,2599
2019,5,62,224,APC,2600
2019,5,64,6277,APC,2601
2019,5,65,7947,APC,2602
2019,5,66,10932,APC,2603
2019,5,67,4786,APC,2604
2019,5,68,1767,APC,2605
2019,5,70,8303,APC,2606
2019,5,73,2479,APC,2607
2019,5,75,3168,APC,2608
2019,5,77,876,APC,2609
2019,5,78,98,APC,2610
2019,5,79,5165,APC,2611
2019,5,80,208,APC,2612
2019,5,84,3478,APC,2613
2019,5,88,2182,APC,2614
2019,5,89,1788,APC,2615
2019,5,90,422,APC,2616
2019,5,92,307,APC,2617
2019,5,93,1095,APC,2618
2019,5,94,475,APC,2619
2019,5,95,495,APC,2620
2019,5,96,1225,APC,2621
2019,5,97,622,APC,2622
2019,5,98,914,APC,2623
2019,5,99,1236,APC,2624
2019,5,D1,4180,Traffic,2625
2019,5,D2,4235,Traffic,2626
2019,5,103,1337,APC,2627
2019,5,104,2995,APC,2628
2019,5,105,1179,APC,2629
2019,5,106,1274,APC,2630
2019,5,107,1034,APC,2631
2019,5,108,5114,APC,2632
2019,5,109,4334,APC,2633
2019,5,110,1920,APC,2634
2019,5,111,1442,APC,2635
2019,5,112,851,APC,2636
2019,5,113,6549,APC,2637
2019,5,114,1780,APC,2638
2019,5,115,1112,APC,2639
2019,5,117,1987,APC,2640
2019,5,118,443,APC,2641
2019,5,119,642,APC,2642
2019,5,120,548,APC,2643
2019,5,123,883,APC,2644
2019,5,124,1818,APC,2645
2019,5,125,2242,APC,2646
2019,5,126,603,APC,2647
2019,5,127,291,APC,2648
2019,5,128,407,APC,2649
2019,5,129,891,APC,2650
2019,5,130,588,APC,2651
2019,5,131,650,APC,2652
2019,5,132,364,APC,2653
2019,5,133,75,APC,2654
2019,5,139,398,APC,2655
2019,5,150,20,APC,2656
2019,5,201,144,APC,2657
2019,5,204,201,APC,2658
2019,5,205,67,APC,2659
2019,5,206,120,APC,2660
2019,5,310,353,APC,2661
2019,5,311,198,APC,2662
2019,5,47M,911,APC,2663
2019,5,BLVDDIR,3303,APC,2664
2019,5,B1 OWL,1690,APC,2665
2019,5,63,16656,APC,2666
2019,5,71,4806,APC,2667
2019,5,41,2659,APC,2668
2019,5,K,8834,APC,2669
2019,5,51,7456,APC,2670
2019,5,LUCYGO,1578,APC,2671
2019,5,LUCYGR,1076,APC,2672
2019,5,L1 OWL,2042,APC,2673
2019,5,82,9707,APC,2674
2019,5,81,5667,APC,2675
2019,6,1,2145,APC,2676
2019,6,2,4031,APC,2677
2019,6,3,6721,APC,2678
2019,6,4,6838,APC,2679
2019,6,5,2886,APC,2680
2019,6,6,4660,APC,2681
2019,6,7,4284,APC,2682
2019,6,8,1425,APC,2683
2019,6,9,4174,APC,2684
2019,6,T1,8859,Traffic_Estimate,2685
2019,6,T4,12231,APC,2686
2019,6,12,2408,APC,2687
2019,6,T3,11583,APC,2688
2019,6,14,5272,APC,2689
2019,6,G1,8870,Traffic_Estimate,2690
2019,6,16,6191,APC,2691
2019,6,17,7959,APC,2692
2019,6,18,10532,APC,2693
2019,6,19,1048,APC,2694
2019,6,20,3971,APC,2695
2019,6,21,9069,APC,2696
2019,6,22,3879,APC,2697
2019,6,23,12737,APC,2698
2019,6,24,1733,APC,2699
2019,6,25,3490,APC,2700
2019,6,26,7240,APC,2701
2019,6,27,3415,APC,2702
2019,6,28,1119,APC,2703
2019,6,29,3130,APC,2704
2019,6,30,1114,APC,2705
2019,6,31,3932,APC,2706
2019,6,32,3643,APC,2707
2019,6,33,9787,APC,2708
2019,6,T2,12060,APC,2709
2019,6,35,133,APC,2710
2019,6,T5,12539,APC,2711
2019,6,37,2990,APC,2712
2019,6,38,2579,APC,2713
2019,6,39,2597,APC,2714
2019,6,40,6272,APC,2715
2019,6,42,8743,APC,2716
2019,6,43,2422,APC,2717
2019,6,44,3260,APC,2718
2019,6,45,5049,APC,2719
2019,6,46,4501,APC,2720
2019,6,47,14124,APC,2721
2019,6,48,6861,APC,2722
2019,6,49,2426,APC,2723
2019,6,50,1856,APC,2724
2019,6,52,11682,APC,2725
2019,6,53,1968,APC,2726
2019,6,54,5436,APC,2727
2019,6,55,4540,APC,2728
2019,6,56,8779,APC,2729
2019,6,57,8233,APC,2730
2019,6,58,5428,APC,2731
2019,6,59,3822,APC,2732
2019,6,60,8531,APC,2733
2019,6,61,3662,APC,2734
2019,6,62,237,APC,2735
2019,6,64,4208,APC,2736
2019,6,65,6766,APC,2737
2019,6,66,8497,APC,2738
2019,6,67,2622,APC,2739
2019,6,68,2009,APC,2740
2019,6,70,4911,APC,2741
2019,6,73,1543,APC,2742
2019,6,75,3320,APC,2743
2019,6,77,656,APC,2744
2019,6,78,101,APC,2745
2019,6,79,3524,APC,2746
2019,6,80,219,APC,2747
2019,6,84,2375,APC,2748
2019,6,88,1224,APC,2749
2019,6,89,1525,APC,2750
2019,6,90,443,APC,2751
2019,6,92,310,APC,2752
2019,6,93,1216,APC,2753
2019,6,94,395,APC,2754
2019,6,95,513,APC,2755
2019,6,96,1216,APC,2756
2019,6,97,659,APC,2757
2019,6,98,904,APC,2758
2019,6,99,1236,APC,2759
2019,6,D1,3553,Traffic_Estimate,2760
2019,6,D2,3600,Traffic_Estimate,2761
2019,6,103,1126,APC,2762
2019,6,104,3119,APC,2763
2019,6,105,1123,APC,2764
2019,6,106,1168,APC,2765
2019,6,107,940,APC,2766
2019,6,108,5155,APC,2767
2019,6,109,4369,APC,2768
2019,6,110,1773,APC,2769
2019,6,111,1287,APC,2770
2019,6,112,808,APC,2771
2019,6,113,6673,APC,2772
2019,6,114,1881,APC,2773
2019,6,115,982,APC,2774
2019,6,117,1792,APC,2775
2019,6,118,384,APC,2776
2019,6,119,754,APC,2777
2019,6,120,249,APC,2778
2019,6,123,924,APC,2779
2019,6,124,1770,APC,2780
2019,6,125,2241,APC,2781
2019,6,126,601,APC,2782
2019,6,127,325,APC,2783
2019,6,128,378,APC,2784
2019,6,129,915,APC,2785
2019,6,130,531,APC,2786
2019,6,131,631,APC,2787
2019,6,132,327,APC,2788
2019,6,133,83,APC,2789
2019,6,139,400,APC,2790
2019,6,150,30,APC,2791
2019,6,201,149,APC,2792
2019,6,204,206,APC,2793
2019,6,205,69,APC,2794
2019,6,206,137,APC,2795
2019,6,310,432,APC,2796
2019,6,311,209,APC,2797
2019,6,47M,851,APC,2798
2019,6,BLVDDIR,2946,APC,2799
2019,6,B1 OWL,1752,APC,2800
2019,6,63,12077,APC,2801
2019,6,71,4469,APC,2802
2019,6,41,2035,APC,2803
2019,6,K,6751,APC,2804
2019,6,51,5822,APC,2805
2019,6,LUCYGO,1579,APC,2806
2019,6,LUCYGR,1116,APC,2807
2019,6,L1 OWL,1966,APC,2808
2019,6,82,7244,APC,2809
2019,6,81,4454,APC,2810
2019,7,1,2216,APC,2811
2019,7,2,4331,APC,2812
2019,7,3,7175,APC,2813
2019,7,4,6729,APC,2814
2019,7,5,2936,APC,2815
2019,7,6,4811,APC,2816
2019,7,7,4446,APC,2817
2019,7,8,1425,APC,2818
2019,7,9,4178,APC,2819
2019,7,T1,8859,Traffic_Estimate,2820
2019,7,T4,11650,APC,2821
2019,7,12,2304,APC,2822
2019,7,T3,11665,APC,2823
2019,7,14,5331,APC,2824
2019,7,G1,8870,Traffic_Estimate,2825
2019,7,16,6740,APC,2826
2019,7,17,8283,APC,2827
2019,7,18,10569,APC,2828
2019,7,19,1084,APC,2829
2019,7,20,3902,APC,2830
2019,7,21,9638,APC,2831
2019,7,22,3911,APC,2832
2019,7,23,12678,APC,2833
2019,7,24,1825,APC,2834
2019,7,25,3586,APC,2835
2019,7,26,7421,APC,2836
2019,7,27,3354,APC,2837
2019,7,28,1102,APC,2838
2019,7,29,3361,APC,2839
2019,7,30,1141,APC,2840
2019,7,31,4035,APC,2841
2019,7,32,3927,APC,2842
2019,7,33,10359,APC,2843
2019,7,T2,11522,APC,2844
2019,7,35,130,APC,2845
2019,7,T5,11854,APC,2846
2019,7,37,3102,APC,2847
2019,7,38,2659,APC,2848
2019,7,39,1852,APC,2849
2019,7,40,6234,APC,2850
2019,7,42,8866,APC,2851
2019,7,43,2361,APC,2852
2019,7,44,3369,APC,2853
2019,7,45,4798,APC,2854
2019,7,46,4565,APC,2855
2019,7,47,14015,APC,2856
2019,7,48,6967,APC,2857
2019,7,49,2561,APC,2858
2019,7,50,1813,APC,2859
2019,7,52,11401,APC,2860
2019,7,53,2196,APC,2861
2019,7,54,5646,APC,2862
2019,7,55,4429,APC,2863
2019,7,56,9082,APC,2864
2019,7,57,8325,APC,2865
2019,7,58,6142,APC,2866
2019,7,59,3668,APC,2867
2019,7,60,8610,APC,2868
2019,7,61,3518,APC,2869
2019,7,62,204,APC,2870
2019,7,64,4251,APC,2871
2019,7,65,6878,APC,2872
2019,7,66,8609,APC,2873
2019,7,67,2624,APC,2874
2019,7,68,1814,APC,2875
2019,7,70,4866,APC,2876
2019,7,73,1531,APC,2877
2019,7,75,3320,APC,2878
2019,7,77,604,APC,2879
2019,7,78,111,APC,2880
2019,7,79,3931,APC,2881
2019,7,80,257,APC,2882
2019,7,84,2331,APC,2883
2019,7,88,1128,APC,2884
2019,7,89,1554,APC,2885
2019,7,90,437,APC,2886
2019,7,92,309,APC,2887
2019,7,93,1215,APC,2888
2019,7,94,366,APC,2889
2019,7,95,528,APC,2890
2019,7,96,1204,APC,2891
2019,7,97,653,APC,2892
2019,7,98,910,APC,2893
2019,7,99,1273,APC,2894
2019,7,D1,3553,Traffic_Estimate,2895
2019,7,D2,3600,Traffic_Estimate,2896
2019,7,103,1149,APC,2897
2019,7,104,3137,APC,2898
2019,7,105,1161,APC,2899
2019,7,106,1230,APC,2900
2019,7,107,958,APC,2901
2019,7,108,5152,APC,2902
2019,7,109,4516,APC,2903
2019,7,110,1767,APC,2904
2019,7,111,1352,APC,2905
2019,7,112,861,APC,2906
2019,7,113,6649,APC,2907
2019,7,114,1789,APC,2908
2019,7,115,995,APC,2909
2019,7,117,1849,APC,2910
2019,7,118,419,APC,2911
2019,7,119,721,APC,2912
2019,7,120,233,APC,2913
2019,7,123,978,APC,2914
2019,7,124,1870,APC,2915
2019,7,125,2399,APC,2916
2019,7,126,573,APC,2917
2019,7,127,356,APC,2918
2019,7,128,342,APC,2919
2019,7,129,935,APC,2920
2019,7,130,562,APC,2921
2019,7,131,620,APC,2922
2019,7,132,382,APC,2923
2019,7,133,92,APC,2924
2019,7,139,379,APC,2925
2019,7,150,33,APC,2926
2019,7,201,154,APC,2927
2019,7,204,201,APC,2928
2019,7,205,68,APC,2929
2019,7,206,140,APC,2930
2019,7,310,446,APC,2931
2019,7,311,203,APC,2932
2019,7,47M,817,APC,2933
2019,7,BLVDDIR,3047,APC,2934
2019,7,B1 OWL,1795,APC,2935
2019,7,63,11999,APC,2936
2019,7,71,4012,APC,2937
2019,7,41,2187,APC,2938
2019,7,K,6904,APC,2939
2019,7,51,5691,APC,2940
2019,7,LUCYGO,1770,APC,2941
2019,7,LUCYGR,1160,APC,2942
2019,7,L1 OWL,1686,APC,2943
2019,7,82,7413,APC,2944
2019,7,81,4341,APC,2945
2019,8,1,2282,APC,2946
2019,8,2,4062,APC,2947
2019,8,3,7309,APC,2948
2019,8,4,6082,APC,2949
2019,8,5,2944,APC,2950
2019,8,6,4862,APC,2951
2019,8,7,4459,APC,2952
2019,8,8,1466,APC,2953
2019,8,9,4258,APC,2954
2019,8,T1,8859,Traffic_Estimate,2955
2019,8,T4,12104,APC,2956
2019,8,12,2466,APC,2957
2019,8,T3,13129,APC,2958
2019,8,14,5352,APC,2959
2019,8,G1,8870,Traffic_Estimate,2960
2019,8,16,6637,APC,2961
2019,8,17,8838,APC,2962
2019,8,18,10737,APC,2963
2019,8,19,1104,APC,2964
2019,8,20,4014,APC,2965
2019,8,21,9415,APC,2966
2019,8,22,3958,APC,2967
2019,8,23,12757,APC,2968
2019,8,24,1841,APC,2969
2019,8,25,3618,APC,2970
2019,8,26,7864,APC,2971
2019,8,27,3513,APC,2972
2019,8,28,1162,APC,2973
2019,8,29,3194,APC,2974
2019,8,30,1152,APC,2975
2019,8,31,4194,APC,2976
2019,8,32,4023,APC,2977
2019,8,33,10191,APC,2978
2019,8,T2,11504,APC,2979
2019,8,35,136,APC,2980
2019,8,T5,14255,APC,2981
2019,8,37,3407,APC,2982
2019,8,38,2721,APC,2983
2019,8,39,1718,APC,2984
2019,8,40,6202,APC,2985
2019,8,42,9316,APC,2986
2019,8,43,2320,APC,2987
2019,8,44,3393,APC,2988
2019,8,45,4774,APC,2989
2019,8,46,4603,APC,2990
2019,8,47,14685,APC,2991
2019,8,48,6912,APC,2992
2019,8,49,2631,APC,2993
2019,8,50,1894,APC,2994
2019,8,52,11366,APC,2995
2019,8,53,2088,APC,2996
2019,8,54,5789,APC,2997
2019,8,55,4520,APC,2998
2019,8,56,8428,APC,2999
2019,8,57,8044,APC,3000
2019,8,58,6513,APC,3001
2021,6,127,145,APC,3002
2021,6,128,219,APC,3003
2021,6,129,522,APC,3004
2021,6,130,337,APC,3005
2021,6,131,344,APC,3006
2021,6,132,212,APC,3007
2021,6,133,40,APC,3008
2021,6,139,229,APC,3009
2021,6,150,26,APC,3010
2021,6,201,35,APC,3011
2021,6,204,104,APC,3012
2021,6,206,53,APC,3013
2021,6,310,230,APC,3014
2021,6,311,104,APC,3015
2021,6,47M,577,APC,3016
2021,6,BLVDDIR,1650,APC,3017
2021,6,B1 OWL,981,APC,3018
2021,6,63,6935,APC,3019
2021,6,71,2199,APC,3020
2021,6,41,1202,APC,3021
2021,6,K,4057,APC,3022
2021,6,51,2712,APC,3023
2021,6,LUCYGO,502,APC,3024
2021,6,LUCYGR,340,APC,3025
2021,6,L1 OWL,1101,APC,3026
2021,6,82,4127,APC,3027
2021,6,81,2309,APC,3028
2021,7,1,1365,APC,3029
2021,7,2,2218,APC,3030
2021,7,3,4099,APC,3031
2021,7,4,3173,APC,3032
2021,7,5,1395,APC,3033
2021,7,6,2791,APC,3034
2021,7,7,2707,APC,3035
2021,7,8,693,APC,3036
2021,7,9,2013,APC,3037
2021,7,T1,3278,MODE_Report_Estimate,3038
2021,7,T4,4311,APC,3039
2021,7,12,1436,APC,3040
2021,7,T3,4316,APC,3041
2021,7,14,3092,APC,3042
2021,7,G1,5233,MODE_Report_Estimate,3043
2021,7,16,3647,APC,3044
2021,7,17,4804,APC,3045
2021,7,18,6130,APC,3046
2021,7,19,581,APC,3047
2021,7,20,2133,APC,3048
2021,7,21,5782,APC,3049
2021,7,22,2181,APC,3050
